from,to,cost
129,290,7687.1
129,291,15838.2
129,292,12034.6
129,293,10829.5
129,294,9685.3
129,295,9508.4
129,296,8746.1
129,297,12695.9
129,298,7141.6
130,16,8280.8
130,50,8520.3
130,58,9050.2
130,97,10175.0
130,99,6912.2
130,110,420.0
130,130,0.0
130,142,4220.6
130,149,6815.5
130,168,323.1
130,181,1611.1
130,237,9039.6
130,257,4333.7
130,310,5603.3
130,321,1804.4
130,322,756.7
130,323,1481.8
130,324,3317.0
131,131,0.0
132,25,9640.7
132,36,4785.9
132,40,8130.1
132,54,7009.0
132,105,3640.3
132,107,9882.3
132,118,2316.7
132,124,2814.4
132,132,0.0
132,186,7791.6
132,187,11523.8
132,188,12441.8
132,216,1432.6
132,218,8790.9
132,220,10557.1
132,222,11314.4
132,246,6831.8
132,253,853.2
133,9,8546.4
133,17,3831.1
133,23,8153.7
133,25,9893.4
133,26,12060.7
133,30,10484.3
133,31,9992.1
133,40,8382.8
133,45,3824.9
133,49,5295.5
133,55,8852.4
133,64,9838.6
133,79,3179.6
133,80,6744.1
133,82,11802.1
133,84,8785.9
133,93,4165.4
133,107,10135.0
133,109,8898.5
133,120,5518.4
133,121,10121.4
133,131,9101.0
133,133,0.0
133,135,2305.2
133,138,8377.0
133,146,7098.8
133,186,8044.3
133,187,11776.5
133,188,12694.5
133,205,11123.2
133,218,9043.6
133,219,7692.8
133,220,10809.8
133,221,7805.3
133,222,11567.1
133,248,7021.8
133,250,1408.6
133,251,5144.3
133,274,10931.9
133,275,11690.1
133,278,12623.9
133,279,13172.0
133,320,9047.2
134,2,1205.7
134,4,2443.1
134,8,6673.3
134,13,8295.7
134,16,9565.8
134,19,2764.8
134,41,3681.4
134,43,7533.8
134,50,9805.4
134,58,10204.0
134,72,2949.4
134,88,8846.2
134,97,3937.9
134,99,8065.9
134,102,5049.9
134,131,7264.9
134,134,0.0
134,142,8948.3
134,148,8791.7
134,149,7969.3
134,150,10013.7
134,151,1527.3
134,153,9421.3
134,154,9727.1
134,158,3220.2
134,160,6282.8
134,164,6889.3
134,167,8184.0
134,170,3812.1
134,171,3825.0
134,190,5600.7
134,191,4750.5
134,192,9859.0
134,197,8973.4
134,198,8960.2
134,201,1313.3
134,202,4832.2
134,203,8976.3
134,204,5635.9
134,205,8178.0
134,206,6439.5
134,207,7245.6
134,209,8775.6
134,226,2634.9
134,227,2683.1
134,229,9371.0
134,243,9794.3
134,244,9781.3
134,254,392.5
134,257,9061.4
134,265,9862.4
134,266,9494.7
134,267,9540.3
134,313,6195.1
134,319,9006.0
134,324,8044.7
135,14,9060.9
135,17,1526.5
135,23,5849.1
135,30,8179.7
135,49,2990.9
135,64,7534.0
135,79,875.0
135,120,3213.8
135,134,11405.1
135,135,0.0
135,138,6072.4
135,201,10091.8
135,203,9616.9
135,205,8818.6
135,274,8627.3
135,275,9385.5
135,278,10319.4
135,279,10867.4
135,320,6742.6
136,37,1442.1
136,78,1456.7
136,125,875.1
136,136,0.0
136,170,7521.7
136,171,7534.6
136,193,2907.6
136,314,4418.7
136,315,6235.3
136,316,6831.1
136,317,6222.5
136,318,6818.4
137,36,8020.9
137,40,11365.1
137,54,10244.0
137,57,1175.0
137,90,619.0
137,105,6875.3
137,111,2062.6
137,118,5551.6
137,124,6049.4
137,132,3241.3
137,137,0.0
137,174,1029.7
137,177,2175.5
137,186,11026.6
137,211,2966.3
137,213,1998.0
137,214,1239.3
137,216,4667.6
137,218,12025.8
137,246,10066.8
137,253,4094.5
138,14,2994.0
138,23,223.3
138,30,2112.7
138,45,5381.7
138,64,1461.6
138,80,8300.9
138,84,12164.3
138,93,5722.2
138,109,12277.0
138,138,0.0
138,146,8655.6
138,221,11183.7
138,248,10806.9
138,251,6701.2
139,3,3387.9
139,28,1206.5
139,37,7192.8
139,42,3010.7
139,57,11693.8
139,59,3023.6
139,65,1193.2
139,78,7207.4
139,87,3683.6
139,90,13487.8
139,111,10806.2
139,116,4431.2
139,125,6625.8
139,136,5751.5
139,137,12868.8
139,139,0.0
139,140,7.2
139,152,1517.0
139,161,1529.2
139,162,2498.2
139,163,2485.1
139,167,10414.6
139,174,11839.1
139,177,10693.3
139,184,9048.8
139,185,9062.3
139,191,9428.4
139,193,8658.3
139,211,9902.5
139,213,10870.8
139,214,14108.1
139,229,9245.8
139,241,726.1
139,242,2160.3
139,243,5183.3
139,244,5170.3
139,245,729.4
139,256,2146.4
139,314,10169.4
140,3,3395.1
140,28,1213.7
140,37,7200.0
140,42,3017.9
140,57,11701.1
140,59,3030.9
140,65,1200.5
140,78,7214.6
140,87,3690.8
140,90,13495.1
140,111,10813.5
140,116,4438.4
140,125,6633.1
140,136,5758.7
140,137,12876.1
140,139,7.2
140,140,0.0
140,152,1524.2
140,161,1536.5
140,162,2505.5
140,163,2492.3
140,167,10421.9
140,174,11846.4
140,177,10700.6
140,184,9056.1
140,185,9069.5
140,191,9435.6
140,193,8665.5
140,211,9909.7
140,213,10878.0
140,214,14115.3
140,229,9253.0
140,241,733.3
140,242,2167.5
140,243,5190.5
140,244,5177.5
140,245,736.6
140,256,2153.7
140,314,10176.6
141,2,10725.5
141,4,8300.8
141,8,7094.9
141,12,11128.4
141,13,14153.4
141,16,9372.3
141,19,8622.5
141,37,9382.3
141,43,7955.4
141,50,9087.4
141,58,10141.7
141,78,9396.8
141,88,5551.6
141,95,11040.2
141,97,7083.4
141,99,8003.6
141,102,8195.4
141,125,8815.3
141,131,11311.6
141,136,7940.9
141,141,0.0
141,142,5312.1
141,145,808.6
141,148,6890.3
141,149,7907.0
141,150,9049.7
141,151,11047.2
141,158,9077.9
141,160,9207.4
141,164,10034.8
141,165,9532.2
141,166,9661.2
141,167,6282.7
141,169,3895.8
141,170,9386.3
141,171,9399.2
141,182,2611.9
141,184,9560.9
141,185,9574.4
141,190,6022.3
141,191,5172.1
141,193,4772.2
141,196,2418.7
141,202,10689.9
141,204,11493.6
141,206,12297.2
141,207,13103.3
141,209,14633.3
141,229,5113.8
141,230,10836.0
141,231,4746.1
141,232,3959.8
141,233,3272.8
141,234,2628.1
141,235,889.4
141,236,145.5
141,237,9457.8
141,243,7372.7
141,244,7359.7
141,254,9912.3
141,257,5425.2
141,265,7961.1
141,266,7593.4
141,267,7638.9
141,269,9866.8
141,270,10076.3
141,271,11123.9
141,272,11720.9
141,273,12704.9
141,310,6694.8
141,313,9340.6
141,314,6283.2
141,315,8099.9
141,316,8695.7
141,317,8087.0
141,318,8683.0
141,324,4408.5
142,4,8676.1
142,8,9470.8
142,10,8873.0
142,16,4064.1
142,19,8997.8
142,20,10481.4
142,43,10331.2
142,46,7579.0
142,50,4303.7
142,58,4833.6
142,70,8582.3
142,77,7703.7
142,97,5958.4
142,99,2695.5
142,102,7070.3
142,115,9090.3
142,128,8075.9
142,131,9683.0
142,141,8607.6
142,142,0.0
142,145,9416.1
142,148,10429.4
142,149,2598.9
142,158,9453.3
142,160,8082.3
142,164,8909.7
142,167,9821.7
142,170,10679.3
142,171,10692.2
142,172,12767.7
142,190,8398.2
142,191,7548.0
142,229,8652.9
142,235,9496.9
142,236,8753.0
142,237,4822.9
142,254,10296.6
142,257,113.1
142,310,1386.7
142,312,7706.8
142,313,8215.6
142,324,903.6
143,27,13661.1
143,29,1659.9
143,71,1031.8
143,129,1774.3
143,143,0.0
143,156,15177.8
143,194,8329.8
143,239,4718.1
143,286,5678.9
143,288,11428.1
143,289,10712.9
143,290,5912.9
143,291,14064.0
143,292,10260.3
143,293,9055.2
143,294,7911.1
143,295,7734.2
143,296,6971.9
143,297,10921.7
143,298,5367.4
144,7,11655.7
144,15,1778.8
144,32,3970.5
144,33,6242.0
144,35,13065.1
144,62,9679.9
144,81,2440.1
144,85,1664.2
144,94,9267.3
144,96,9311.7
144,101,11244.9
144,106,9843.7
144,108,7347.2
144,114,1034.3
144,123,6688.8
144,127,7922.0
144,144,0.0
144,228,9523.1
144,238,10728.2
144,240,4780.0
145,2,9917.0
145,4,7492.2
145,8,6286.3
145,12,10319.8
145,13,13344.8
145,16,8563.7
145,19,7813.9
145,37,8573.7
145,43,7146.8
145,50,8278.8
145,58,9333.1
145,78,8588.2
145,88,4743.0
145,95,10231.6
145,97,6274.8
145,99,7195.1
145,102,7386.8
145,125,8006.7
145,131,10503.0
145,136,7132.3
145,141,808.6
145,142,4503.5
145,145,0.0
145,148,6081.7
145,149,7098.4
145,150,8241.1
145,151,10238.6
145,158,8269.4
145,160,8398.8
145,164,9226.2
145,165,8723.6
145,166,8852.7
145,167,5474.1
145,169,3087.2
145,170,8577.7
145,171,8590.6
145,182,1803.3
145,184,8752.4
145,185,8765.8
145,190,5213.8
145,191,4363.5
145,193,3963.6
145,196,1610.2
145,202,9881.3
145,204,10685.0
145,206,11488.6
145,207,12294.7
145,209,13824.7
145,229,4305.2
145,230,10027.4
145,231,3937.5
145,232,3151.3
145,233,2464.2
145,234,1819.5
145,235,80.8
145,236,663.1
145,237,8649.2
145,243,6564.1
145,244,6551.1
145,254,9103.7
145,257,4616.6
145,265,7152.5
145,266,6784.8
145,267,6830.3
145,269,9058.2
145,270,9267.7
145,271,10315.3
145,272,10912.3
145,273,11896.3
145,310,5886.2
145,313,8532.0
145,314,5474.7
145,315,7291.3
145,316,7887.1
145,317,7278.5
145,318,7874.4
145,324,3599.9
146,15,17330.2
146,22,8828.1
146,32,11580.8
146,75,9603.8
146,80,354.8
146,85,13887.2
146,114,14517.1
146,133,11759.2
146,144,15551.4
146,146,0.0
146,195,7222.1
146,250,10350.6
146,287,8453.7
146,299,10117.8
146,300,4853.0
146,302,5288.1
146,303,6497.4
146,304,7810.1
146,305,4595.2
146,306,9875.2
146,307,8573.1
146,308,9358.1
146,309,8910.7
147,2,10020.5
147,4,7496.3
147,8,9693.1
147,13,13348.9
147,19,7818.0
147,20,4309.7
147,43,10553.5
147,88,8149.8
147,97,6453.2
147,99,10581.2
147,102,7565.1
147,128,1904.2
147,141,2601.9
147,142,7910.3
147,145,3410.5
147,147,0.0
147,148,9488.5
147,149,10484.5
147,151,10342.1
147,158,8273.5
147,160,6673.2
147,164,9404.5
147,167,8880.8
147,169,6494.0
147,170,10529.9
147,171,10542.8
147,182,5210.1
147,190,8620.5
147,191,7770.3
147,193,7370.3
147,196,5016.9
147,202,9885.4
147,204,10689.1
147,206,11492.7
147,207,12298.8
147,209,13828.8
147,229,7712.0
147,231,7344.3
147,232,6558.0
147,233,5871.0
147,234,5226.2
147,235,3491.3
147,236,2747.4
147,243,9970.9
147,244,9957.9
147,254,9207.2
147,257,8023.4
147,266,10191.5
147,267,10237.1
147,310,9293.0
147,311,973.1
147,313,8710.4
147,314,8881.4
147,315,10698.1
147,317,10685.2
147,324,7006.6
148,2,9898.7
148,4,9420.2
148,8,9092.7
148,19,9741.9
148,43,9953.2
148,57,8141.0
148,90,9935.0
148,97,10235.1
148,110,4429.1
148,111,7253.4
148,130,4849.1
148,137,9316.0
148,142,9068.8
148,148,0.0
148,150,2160.5
148,151,10220.4
148,158,10197.3
148,165,2643.0
148,166,2772.1
148,167,7810.4
148,168,5171.2
148,174,8286.3
148,177,7140.5
148,181,6459.2
148,190,8020.1
148,191,7169.9
148,211,6349.6
148,213,7317.9
148,214,10555.2
148,230,3946.8
148,254,9085.5
148,257,9181.8
148,258,11733.9
148,259,10977.1
148,260,10444.6
148,261,8383.2
148,262,7534.8
148,263,6647.6
148,264,9494.7
148,265,1071.9
148,266,704.2
148,267,749.7
148,268,8705.6
148,269,2977.7
148,270,3187.2
148,271,4234.7
148,272,4831.8
148,273,5815.7
148,321,6652.6
148,322,5604.9
148,323,6329.9
148,324,8165.1
149,58,2237.2
149,70,5985.9
149,99,96.6
149,149,0.0
149,172,10171.3
150,2,8495.5
150,4,8015.0
150,8,7598.3
150,19,8336.5
150,43,8458.7
150,72,10239.2
150,88,9771.2
150,97,8740.7
150,99,9600.9
150,102,9852.6
150,110,2269.7
150,130,2689.7
150,136,9949.7
150,142,6909.4
150,148,6541.0
150,149,9504.3
150,150,0.0
150,151,8817.1
150,158,8791.9
150,165,483.6
150,166,612.7
150,167,5933.3
150,168,3011.9
150,170,10018.0
150,171,10030.9
150,181,4299.8
150,190,6525.7
150,191,5675.4
150,226,9924.7
150,227,9972.9
150,229,9183.0
150,230,1787.4
150,243,9381.4
150,244,9368.4
150,254,7682.2
150,257,7022.5
150,265,7611.7
150,266,7244.0
150,267,7289.5
150,269,9517.5
150,270,9727.0
150,271,10774.5
150,272,11371.6
150,273,12355.5
150,310,8292.1
150,321,4493.2
150,322,3445.5
150,323,4170.5
150,324,6005.7
151,2,7224.3
151,4,4787.9
151,8,7080.5
151,13,10640.5
151,16,8039.8
151,19,5109.6
151,40,10817.9
151,41,2155.3
151,43,7940.9
151,50,8279.4
151,58,8677.9
151,72,1423.4
151,77,10264.7
151,88,9253.4
151,97,2411.9
151,99,6539.9
151,102,3523.9
151,131,5738.9
151,142,8138.7
151,148,9477.2
151,149,6443.3
151,151,0.0
151,158,5565.0
151,160,4756.8
151,164,5363.3
151,167,8869.5
151,170,6791.1
151,171,6804.0
151,186,10479.4
151,190,6007.9
151,191,5157.6
151,202,7177.0
151,204,7980.7
151,205,10346.0
151,206,8784.3
151,207,9590.4
151,209,11120.4
151,218,11478.7
151,226,1108.9
151,227,1157.1
151,229,8561.4
151,237,8798.6
151,243,10113.9
151,244,10100.9
151,254,6411.0
151,257,8251.8
151,266,10180.2
151,267,10225.7
151,310,9521.4
151,313,4669.1
151,324,7235.1
152,3,1872.1
152,8,9835.4
152,12,8897.4
152,28,310.5
152,37,5677.0
152,42,1494.9
152,57,10178.0
152,59,1507.8
152,65,323.7
152,78,5691.5
152,87,2167.8
152,90,11972.0
152,95,8809.2
152,111,9290.4
152,116,2915.4
152,125,5110.0
152,136,4235.7
152,137,11353.0
152,142,10472.7
152,148,9506.5
152,152,0.0
152,161,13.4
152,162,982.4
152,163,969.3
152,167,8898.8
152,174,10323.3
152,177,9177.5
152,184,7533.0
152,185,7546.5
152,190,8762.8
152,191,7912.5
152,193,7142.5
152,211,8386.7
152,213,9355.0
152,214,12592.3
152,229,7729.9
152,242,644.5
152,243,3667.5
152,244,3654.5
152,256,630.6
152,257,10585.8
152,314,8653.6
152,315,10470.2
152,317,10457.4
152,324,9569.1
153,153,0.0
153,154,305.8
153,319,415.3
154,153,305.8
154,154,0.0
154,319,721.1
155,5,2418.2
155,12,2999.5
155,21,5794.4
155,47,1313.2
155,52,7192.6
155,66,2745.1
155,69,9095.4
155,74,4966.6
155,83,4681.7
155,95,2911.3
155,98,7722.8
155,104,5382.1
155,112,9668.4
155,125,9975.2
155,136,9100.8
155,155,0.0
155,159,34.6
155,184,9846.2
155,185,9859.6
155,243,8532.6
155,244,8519.6
155,255,1393.8
156,22,6746.7
156,75,9943.1
156,156,0.0
156,287,9349.3
156,309,9250.0
157,22,8138.3
157,156,1393.4
157,157,0.0
157,183,616.2
157,224,860.4
157,287,10740.9
157,309,10641.6
158,13,5079.0
158,153,6204.6
158,154,6510.4
158,158,0.0
158,202,1615.6
158,204,2419.3
158,206,3222.8
158,207,4029.0
158,209,5559.0
158,319,5789.3
159,5,2452.8
159,12,3034.1
159,21,5829.0
159,47,1347.8
159,52,7227.2
159,66,2779.7
159,69,9130.0
159,74,5001.2
159,83,4716.3
159,95,2945.9
159,98,7757.4
159,104,5416.6
159,112,9703.0
159,125,10009.8
159,136,9135.4
159,155,34.6
159,159,0.0
159,184,9880.8
159,185,9894.2
159,243,8567.2
159,244,8554.2
159,255,1428.4
160,2,3348.6
160,4,824.4
160,8,8484.6
160,13,6677.1
160,19,1146.2
160,41,5824.3
160,43,9345.0
160,72,5092.3
160,97,6080.8
160,99,10208.8
160,102,7192.8
160,131,8858.6
160,134,10537.4
160,142,10759.6
160,148,8636.9
160,149,10112.2
160,150,9837.5
160,151,3670.3
160,153,7802.7
160,154,8108.4
160,158,1601.6
160,160,0.0
160,164,9032.2
160,167,8029.2
160,170,5955.0
160,171,5967.9
160,190,7412.0
160,191,6561.7
160,197,9535.6
160,198,9522.4
160,201,9224.1
160,202,3213.6
160,203,8749.2
160,204,4017.3
160,205,7950.9
160,206,4820.8
160,207,5627.0
160,209,7157.0
160,226,4777.8
160,227,4826.0
160,254,2535.4
160,257,10872.6
160,265,9707.7
160,266,9339.9
160,267,9385.5
160,313,8338.1
160,319,7387.4
160,324,9855.9
161,3,1858.7
161,8,9822.1
161,12,8884.1
161,37,5663.7
161,42,1481.6
161,57,10164.7
161,59,1494.5
161,78,5678.2
161,87,2154.5
161,90,11958.7
161,95,8795.9
161,111,9277.1
161,116,2902.1
161,125,5096.7
161,136,4222.4
161,137,11339.7
161,142,10459.4
161,148,9493.2
161,161,0.0
161,162,969.1
161,163,955.9
161,167,8885.5
161,174,10310.0
161,177,9164.2
161,184,7519.7
161,185,7533.1
161,190,8749.5
161,191,7899.2
161,193,7129.2
161,211,8373.4
161,213,9341.7
161,214,12579.0
161,229,7716.6
161,242,631.2
161,243,3654.1
161,244,3641.1
161,256,617.3
161,257,10572.5
161,314,8640.3
161,315,10456.9
161,317,10444.0
161,324,9555.8
162,3,892.2
162,4,10034.6
162,5,9513.8
162,8,8855.6
162,12,7917.6
162,19,10356.3
162,37,4697.2
162,42,515.1
162,43,9716.0
162,47,10380.6
162,50,9709.1
162,57,9198.2
162,59,528.0
162,66,9840.7
162,74,9884.7
162,78,4711.7
162,83,9599.8
162,87,1188.0
162,90,10992.2
162,95,7829.4
162,97,9940.7
162,104,12477.7
162,111,8310.6
162,116,1935.6
162,125,4130.2
162,136,3255.9
162,137,10373.2
162,142,9492.9
162,148,8526.7
162,150,10278.6
162,155,9958.3
162,159,9923.7
162,162,0.0
162,163,13.2
162,165,9588.2
162,166,9717.3
162,167,7919.0
162,174,9343.5
162,177,8197.7
162,184,6553.2
162,185,6566.6
162,190,7783.0
162,191,6932.7
162,193,6162.7
162,211,7406.9
162,213,8375.2
162,214,11612.5
162,229,6750.1
162,237,10079.4
162,242,337.9
162,243,2687.7
162,244,2674.6
162,255,10461.2
162,256,351.8
162,257,9606.0
162,265,9597.4
162,266,9229.7
162,267,9275.3
162,314,7673.8
162,315,9490.4
162,316,10086.2
162,317,9477.6
162,318,10073.5
162,324,8589.3
163,3,905.4
163,4,10047.7
163,5,9527.0
163,8,8868.7
163,12,7930.8
163,19,10369.5
163,37,4710.4
163,42,528.2
163,43,9729.2
163,47,10393.7
163,50,9722.2
163,57,9211.4
163,59,541.2
163,66,9853.9
163,74,9897.9
163,78,4724.9
163,83,9612.9
163,87,1201.1
163,90,11005.4
163,95,7842.6
163,97,9953.9
163,104,12490.8
163,111,8323.8
163,116,1948.8
163,125,4143.4
163,136,3269.0
163,137,10386.4
163,142,9506.1
163,148,8539.8
163,150,10291.8
163,155,9971.5
163,159,9936.9
163,162,13.2
163,163,0.0
163,165,9601.4
163,166,9730.4
163,167,7932.2
163,174,9356.7
163,177,8210.9
163,184,6566.4
163,185,6579.8
163,190,7796.2
163,191,6945.9
163,193,6175.8
163,211,7420.0
163,213,8388.3
163,214,11625.6
163,229,6763.3
163,237,10092.6
163,242,324.8
163,243,2700.8
163,244,2687.8
163,255,10474.4
163,256,338.6
163,257,9619.2
163,265,9610.6
163,266,9242.9
163,267,9288.4
163,314,7686.9
163,315,9503.6
163,316,10099.4
163,317,9490.7
163,318,10086.7
163,324,8602.4
164,10,7486.7
164,16,2677.8
164,20,9095.1
164,46,6192.7
164,50,2917.4
164,97,10084.4
164,115,7704.0
164,128,6689.6
164,141,7221.3
164,142,11509.1
164,145,8029.9
164,164,0.0
164,182,9829.4
164,196,9636.3
164,233,10490.4
164,234,9845.6
164,235,8110.6
164,236,7366.7
164,237,3436.6
164,257,11622.2
164,312,6320.5
164,324,10605.5
165,2,8013.4
165,4,7533.0
165,8,7116.2
165,13,13385.4
165,16,10487.5
165,19,7854.5
165,41,10489.1
165,43,7976.7
165,50,10727.1
165,58,11256.9
165,72,9757.2
165,88,9289.1
165,97,8258.6
165,99,9118.9
165,102,9370.5
165,110,1787.6
165,125,10342.0
165,130,2207.7
165,136,9467.6
165,142,6427.3
165,148,6058.9
165,149,9022.2
165,150,7605.4
165,151,8335.1
165,158,8309.9
165,160,10382.6
165,165,0.0
165,166,129.1
165,167,5451.2
165,168,2529.8
165,170,9536.0
165,171,9548.9
165,181,3817.8
165,190,6043.6
165,191,5193.4
165,202,9921.9
165,204,10725.6
165,206,11529.1
165,207,12335.3
165,209,13865.3
165,226,9442.6
165,227,9490.8
165,229,8701.0
165,230,1305.4
165,243,8899.4
165,244,8886.4
165,254,7200.2
165,257,6540.4
165,265,7129.7
165,266,6761.9
165,267,6807.5
165,269,9035.4
165,270,9244.9
165,271,10292.5
165,272,10889.5
165,273,11873.5
165,310,7810.0
165,313,10515.8
165,321,4011.2
165,322,2963.4
165,323,3688.5
165,324,5523.7
166,2,7884.4
166,4,7403.9
166,8,6987.2
166,13,13256.3
166,16,10358.4
166,19,7725.4
166,41,10360.0
166,43,7847.6
166,50,10598.0
166,58,11127.9
166,72,9628.1
166,88,9160.1
166,97,8129.6
166,99,8989.8
166,102,9241.5
166,110,1658.6
166,125,10212.9
166,130,2078.6
166,136,9338.6
166,142,6298.3
166,148,5929.9
166,149,8893.2
166,150,7476.4
166,151,8206.0
166,158,8180.8
166,160,10253.5
166,165,129.1
166,166,0.0
166,167,5322.2
166,168,2400.8
166,170,9406.9
166,171,9419.8
166,181,3688.7
166,190,5914.6
166,191,5064.3
166,202,9792.8
166,204,10596.5
166,206,11400.1
166,207,12206.2
166,209,13736.2
166,226,9313.6
166,227,9361.8
166,229,8571.9
166,230,1176.3
166,243,8770.3
166,244,8757.3
166,254,7071.1
166,257,6411.4
166,265,7000.6
166,266,6632.9
166,267,6678.4
166,269,8906.4
166,270,9115.9
166,271,10163.4
166,272,10760.5
166,273,11744.4
166,310,7681.0
166,313,10386.8
166,321,3882.1
166,322,2834.4
166,323,3559.4
166,324,5394.6
167,4,10028.3
167,8,9700.9
167,19,10350.1
167,57,7503.9
167,90,9297.9
167,110,5037.2
167,111,6616.3
167,130,5457.3
167,137,8678.9
167,142,9676.9
167,148,609.3
167,150,2768.7
167,165,3251.2
167,166,3380.2
167,167,0.0
167,168,5779.4
167,174,7649.2
167,177,6503.4
167,181,7067.4
167,190,8628.3
167,191,7778.0
167,211,5712.6
167,213,6680.9
167,214,9918.2
167,230,4555.0
167,254,9693.7
167,257,9790.0
167,258,12342.1
167,259,11585.3
167,260,11052.7
167,261,8991.4
167,262,8143.0
167,263,7255.8
167,264,10102.9
167,265,1680.1
167,266,1312.4
167,267,1357.9
167,268,9313.8
167,269,3585.8
167,270,3795.3
167,271,4842.9
167,272,5439.9
167,273,6423.9
167,321,7260.8
167,322,6213.0
167,323,6938.1
167,324,8773.3
168,16,7958.3
168,50,8197.9
168,58,8727.8
168,97,9852.6
168,99,6589.7
168,142,3898.2
168,149,6493.1
168,168,0.0
168,181,1288.6
168,237,8717.1
168,257,4011.3
168,310,5280.9
168,321,1482.0
168,322,434.3
168,323,1159.4
168,324,2994.6
169,4,8749.4
169,8,7570.4
169,19,9071.1
169,37,7855.3
169,43,8430.8
169,50,8837.9
169,57,9889.8
169,78,7869.9
169,88,9743.3
169,90,11683.8
169,97,8588.5
169,99,9508.7
169,102,9700.4
169,110,7423.1
169,111,9002.2
169,125,7288.4
169,130,7843.1
169,136,6414.0
169,137,11064.8
169,142,6817.2
169,148,2995.2
169,149,9412.1
169,150,5154.6
169,158,9526.6
169,165,5637.0
169,166,5766.1
169,167,2387.5
169,168,8165.3
169,169,0.0
169,174,10035.1
169,177,8889.3
169,181,9453.2
169,184,10346.9
169,185,10360.3
169,190,6497.8
169,191,5647.5
169,193,9320.8
169,211,8098.4
169,213,9066.7
169,214,12304.1
169,229,1218.7
169,230,6940.8
169,231,850.9
169,232,64.0
169,237,9208.3
169,243,5845.8
169,244,5832.8
169,257,6930.2
169,262,10528.9
169,263,9641.6
169,265,4065.9
169,266,3698.2
169,267,3743.8
169,269,5971.7
169,270,6181.2
169,271,7228.8
169,272,7825.8
169,273,8809.7
169,310,8199.9
169,321,9646.6
169,322,8598.9
169,323,9324.0
169,324,5913.5
170,2,5186.4
170,4,5720.7
170,8,9133.3
170,13,11573.3
170,19,6042.4
170,23,8617.8
170,25,10050.5
170,40,8540.0
170,41,7662.0
170,43,9993.8
170,45,10961.3
170,64,10302.7
170,72,6930.1
170,79,10316.6
170,97,7918.6
170,102,9030.5
170,107,10292.2
170,131,5260.4
170,134,8079.7
170,138,8841.1
170,151,5508.0
170,158,6497.9
170,160,10263.5
170,167,10297.1
170,170,0.0
170,171,12.9
170,186,8201.5
170,190,8060.7
170,191,7210.5
170,192,7128.1
170,197,6242.4
170,198,6229.3
170,201,6766.4
170,202,8109.9
170,203,6291.5
170,204,8913.6
170,205,5493.2
170,206,9717.1
170,207,10523.3
170,209,12053.3
170,218,9200.7
170,226,6615.6
170,227,6663.8
170,254,4373.1
170,313,10175.8
170,320,9519.0
171,2,5173.5
171,4,5707.8
171,8,9120.5
171,13,11560.5
171,19,6029.6
171,23,8605.0
171,25,10037.7
171,40,8527.1
171,41,7649.2
171,43,9980.9
171,45,10948.5
171,64,10289.9
171,72,6917.2
171,79,10303.7
171,97,7905.7
171,102,9017.7
171,107,10279.3
171,131,5247.5
171,134,8066.8
171,138,8828.3
171,151,5495.2
171,158,6485.0
171,160,10250.6
171,167,10284.2
171,170,12.9
171,171,0.0
171,186,8188.6
171,190,8047.9
171,191,7197.6
171,192,7115.2
171,197,6229.6
171,198,6216.4
171,201,6753.5
171,202,8097.0
171,203,6278.6
171,204,8900.7
171,205,5480.3
171,206,9704.2
171,207,10510.4
171,209,12040.4
171,218,9187.9
171,226,6602.7
171,227,6650.9
171,254,4360.3
171,313,10162.9
171,320,9506.2
172,70,4185.4
172,172,0.0
173,11,4495.0
173,20,14478.7
173,48,8432.2
173,60,6495.5
173,91,4349.8
173,113,2741.7
173,128,12073.3
173,141,12770.9
173,145,13579.5
173,147,10171.0
173,173,0.0
173,182,15379.1
173,196,15185.9
173,233,16040.0
173,234,15395.2
173,235,13660.3
173,236,12916.4
173,252,1002.2
173,311,11142.1
174,36,9050.6
174,40,12394.8
174,54,11273.7
174,57,145.3
174,90,1648.7
174,105,7905.0
174,111,1032.9
174,118,6581.3
174,124,7079.1
174,132,4271.0
174,137,1029.7
174,174,0.0
174,177,1145.8
174,186,12056.3
174,211,1936.6
174,213,968.3
174,214,2269.0
174,216,5697.3
174,218,13055.5
174,246,11096.5
174,253,5124.2
175,24,708.7
175,57,7358.7
175,90,9152.7
175,110,9534.8
175,111,6471.1
175,130,9954.8
175,132,11765.3
175,137,8533.7
175,150,8439.1
175,165,7748.7
175,166,7877.8
175,168,10277.0
175,174,7504.0
175,175,0.0
175,176,1128.3
175,177,6358.2
175,211,5567.4
175,212,1935.0
175,213,6535.7
175,214,9773.0
175,230,9052.5
175,253,12618.5
176,57,6234.1
176,90,8028.1
176,110,8410.2
176,111,5346.5
176,130,8830.2
176,132,10640.7
176,137,7409.1
176,150,7314.5
176,165,6624.1
176,166,6753.2
176,168,9152.4
176,174,6379.4
176,176,0.0
176,177,5233.6
176,181,10440.3
176,211,4442.8
176,212,806.7
176,213,5411.1
176,214,8648.4
176,230,7927.9
176,253,11493.9
176,321,10633.7
176,322,9586.0
176,323,10311.1
177,36,10196.4
177,40,13540.6
177,54,12419.5
177,57,1000.5
177,90,2794.5
177,105,9050.8
177,111,112.9
177,118,7727.2
177,124,8224.9
177,132,5416.8
177,137,2175.5
177,174,1145.8
177,177,0.0
177,186,13202.1
177,211,790.8
177,213,177.5
177,214,3414.8
177,216,6843.1
177,218,14201.4
177,246,12242.3
